GEOID,County,Neighborhood_type,categorical_average
06071000306,San Bernardino,70+ Latino,Above Average
06071000119,San Bernardino,50+ Latino,Above Average
06071002047,San Bernardino,Other,Below/Equal Average
06071002050,San Bernardino,Other,Below/Equal Average
06071001909,San Bernardino,Other,Above Average
06071011601,San Bernardino,Other,Above Average
06071009501,San Bernardino,Other,Above Average
06071012105,San Bernardino,50+ NL White,Below/Equal Average
06071010906,San Bernardino,50+ NL White,Below/Equal Average
06071000121,San Bernardino,Other,Below/Equal Average
06071008711,San Bernardino,70+ NL White,Below/Equal Average
06071011003,San Bernardino,50+ NL White,Below/Equal Average
06071002044,San Bernardino,Other,Below/Equal Average
06071002314,San Bernardino,Other,Below/Equal Average
06071002310,San Bernardino,50+ Latino,Below/Equal Average
06071010426,San Bernardino,Other,Above Average
06071010428,San Bernardino,50+ NL White,Below/Equal Average
06071009202,San Bernardino,50+ NL White,Below/Equal Average
06071012700,San Bernardino,50+ Latino,Above Average
06071002109,San Bernardino,Other,Above Average
06071003801,San Bernardino,50+ Latino,Above Average
06071010402,San Bernardino,50+ NL White,Above Average
06071010422,San Bernardino,50+ NL White,Above Average
06071011404,San Bernardino,70+ NL White,Below/Equal Average
06071004503,San Bernardino,Other,Below/Equal Average
06071003803,San Bernardino,70+ Latino,Above Average
06071007110,San Bernardino,Other,Above Average
06071001001,San Bernardino,70+ Latino,Above Average
06071008708,San Bernardino,50+ NL White,Below/Equal Average
06071006604,San Bernardino,70+ Latino,Above Average
06071004700,San Bernardino,70+ Latino,Above Average
06071003403,San Bernardino,70+ Latino,Above Average
06071008302,San Bernardino,70+ NL White,Above Average
06071004601,San Bernardino,50+ Latino,Below/Equal Average
06071002902,San Bernardino,70+ Latino,Above Average
06071000824,San Bernardino,50+ Latino,Below/Equal Average
06071003301,San Bernardino,70+ Latino,Above Average
06071000117,San Bernardino,Other,Above Average
06071010019,San Bernardino,50+ Latino,Below/Equal Average
06071001600,San Bernardino,70+ Latino,Above Average
06071011206,San Bernardino,50+ NL White,Below/Equal Average
06071010419,San Bernardino,50+ NL White,Below/Equal Average
06071012106,San Bernardino,Other,Below/Equal Average
06071007411,San Bernardino,Other,Below/Equal Average
06071009132,San Bernardino,50+ Latino,Above Average
06071006303,San Bernardino,70+ Latino,Above Average
06071002313,San Bernardino,50+ Latino,Above Average
06071000120,San Bernardino,Other,Below/Equal Average
06071011408,San Bernardino,70+ NL White,Zero Day Count
06071000819,San Bernardino,50+ NL White,Below/Equal Average
06071012101,San Bernardino,50+ NL White,Above Average
06071001311,San Bernardino,Other,Above Average
06071010427,San Bernardino,50+ NL White,Below/Equal Average
06071010431,San Bernardino,Other,Above Average
06071011004,San Bernardino,Other,Below/Equal Average
06071004512,San Bernardino,50+ Latino,Below/Equal Average
06071010433,San Bernardino,Other,Above Average
06071006304,San Bernardino,50+ Latino,Above Average
06071009135,San Bernardino,50+ Latino,Above Average
06071008501,San Bernardino,50+ NL White,Above Average
06071005602,San Bernardino,50+ Latino,Above Average
06071002043,San Bernardino,Other,Below/Equal Average
06071002503,San Bernardino,70+ Latino,Above Average
06071011802,San Bernardino,Other,Above Average
06071009917,San Bernardino,Other,Above Average
06071002039,San Bernardino,Other,Below/Equal Average
06071002112,San Bernardino,Other,Above Average
06071002504,San Bernardino,70+ Latino,Above Average
06071011801,San Bernardino,Other,Above Average
06071000122,San Bernardino,Other,Below/Equal Average
06071010435,San Bernardino,70+ NL White,Above Average
06071011407,San Bernardino,50+ NL White,Below/Equal Average
06071012400,San Bernardino,70+ Latino,Above Average
06071004201,San Bernardino,50+ Latino,Above Average
06071004302,San Bernardino,70+ Latino,Above Average
06071000118,San Bernardino,Other,Above Average
06071001703,San Bernardino,50+ Latino,Above Average
06071002207,San Bernardino,Other,Above Average
06071002028,San Bernardino,Other,Below/Equal Average
06071003612,San Bernardino,70+ Latino,Above Average
06071004507,San Bernardino,70+ Latino,Below/Equal Average
06071007303,San Bernardino,Other,Above Average
06071009109,San Bernardino,50+ NL White,Below/Equal Average
06071003404,San Bernardino,70+ Latino,Above Average
06071008601,San Bernardino,Other,Above Average
06071004003,San Bernardino,70+ Latino,Above Average
06071010034,San Bernardino,50+ Latino,Below/Equal Average
06071010429,San Bernardino,50+ NL White,Below/Equal Average
06071000105,San Bernardino,Other,Above Average
06071010024,San Bernardino,Other,Below/Equal Average
06071010415,San Bernardino,50+ NL White,Above Average
06071006204,San Bernardino,50+ Latino,Above Average
06071004403,San Bernardino,70+ Latino,Above Average
06071003606,San Bernardino,70+ Latino,Above Average
06071002206,San Bernardino,50+ Latino,Above Average
06071009139,San Bernardino,Other,Above Average
06071008202,San Bernardino,70+ NL White,Above Average
06071006501,San Bernardino,50+ Latino,Above Average
06071012201,San Bernardino,Other,Above Average
06071009913,San Bernardino,50+ Latino,Above Average
06071007604,San Bernardino,50+ Latino,Below/Equal Average
06071003405,San Bernardino,70+ Latino,Above Average
06071003302,San Bernardino,70+ Latino,Above Average
06071000205,San Bernardino,70+ Latino,Above Average
06071007906,San Bernardino,Other,Below/Equal Average
06071010035,San Bernardino,50+ Latino,Above Average
06071006101,San Bernardino,50+ Latino,Above Average
06071003202,San Bernardino,70+ Latino,Above Average
06071009724,San Bernardino,50+ NL White,Above Average
06071004004,San Bernardino,70+ Latino,Above Average
06071010413,San Bernardino,50+ NL White,Below/Equal Average
06071008709,San Bernardino,Other,Below/Equal Average
06071009400,San Bernardino,Other,Above Average
06071004401,San Bernardino,70+ Latino,Above Average
06071004901,San Bernardino,70+ Latino,Above Average
06071002406,San Bernardino,70+ Latino,Above Average
06071002204,San Bernardino,70+ Latino,Above Average
06071008405,San Bernardino,Other,Above Average
06071002804,San Bernardino,70+ Latino,Above Average
06071001901,San Bernardino,50+ Latino,Above Average
06071008404,San Bernardino,Other,Above Average
06071002040,San Bernardino,Other,Below/Equal Average
06071011406,San Bernardino,50+ NL White,Below/Equal Average
06071009914,San Bernardino,Other,Above Average
06071002029,San Bernardino,Other,Below/Equal Average
06071006601,San Bernardino,70+ Latino,Above Average
06071009906,San Bernardino,50+ Latino,Above Average
06071010806,San Bernardino,50+ NL White,Below/Equal Average
06071010804,San Bernardino,70+ NL White,Below/Equal Average
06071008602,San Bernardino,Other,Below/Equal Average
06071006502,San Bernardino,70+ Latino,Above Average
06071002048,San Bernardino,Other,Below/Equal Average
06071009726,San Bernardino,50+ NL White,Above Average
06071010436,San Bernardino,70+ NL White,Above Average
06071002609,San Bernardino,50+ Latino,Above Average
06071008800,San Bernardino,50+ NL White,Below/Equal Average
06071006301,San Bernardino,70+ Latino,Above Average
06071007903,San Bernardino,Other,Below/Equal Average
06071000817,San Bernardino,Other,Below/Equal Average
06071010010,San Bernardino,70+ Latino,Above Average
06071001312,San Bernardino,50+ Latino,Above Average
06071009725,San Bernardino,50+ NL White,Above Average
06065046101,Riverside,50+ Latino,Above Average
06065042711,Riverside,50+ NL White,Below/Equal Average
06065043222,Riverside,50+ NL White,Below/Equal Average
06065043313,Riverside,50+ Latino,Below/Equal Average
06065041704,Riverside,70+ Latino,Below/Equal Average
06065042505,Riverside,70+ Latino,Below/Equal Average
06065041703,Riverside,70+ Latino,Below/Equal Average
06065030300,Riverside,50+ Latino,Above Average
06065042509,Riverside,70+ Latino,Below/Equal Average
06065042516,Riverside,50+ Latino,Below/Equal Average
06065042407,Riverside,50+ Latino,Below/Equal Average
06065041002,Riverside,70+ Latino,Above Average
06065041203,Riverside,70+ Latino,Above Average
06065045704,Riverside,70+ Latino,Above Average
06065040203,Riverside,70+ Latino,Above Average
06065045115,Riverside,70+ NL White,Above Average
06065031602,Riverside,70+ Latino,Above Average
06065041101,Riverside,70+ Latino,Above Average
06065043235,Riverside,Other,Below/Equal Average
06065043270,Riverside,Other,Below/Equal Average
06065043821,Riverside,50+ Latino,Below/Equal Average
06065030101,Riverside,50+ Latino,Above Average
06065041302,Riverside,70+ Latino,Above Average
06065044922,Riverside,50+ NL White,Above Average
06065045214,Riverside,50+ NL White,Above Average
06065047201,Riverside,50+ NL White,Above Average
06065941400,Riverside,50+ NL White,Above Average
06065043520,Riverside,50+ Latino,Below/Equal Average
06065043295,Riverside,Other,Below/Equal Average
06065045234,Riverside,Other,Above Average
06065049501,Riverside,70+ Latino,Above Average
06065045305,Riverside,50+ Latino,Above Average
06065045611,Riverside,70+ Latino,Above Average
06065045127,Riverside,50+ NL White,Above Average
06065031504,Riverside,50+ Latino,Above Average
06065051301,Riverside,Other,Below/Equal Average
06065046103,Riverside,50+ Latino,Above Average
06065042010,Riverside,70+ Latino,Below/Equal Average
06065043216,Riverside,Other,Below/Equal Average
06065040904,Riverside,50+ Latino,Above Average
06065043315,Riverside,50+ NL White,Below/Equal Average
06065043405,Riverside,Other,Below/Equal Average
06065041804,Riverside,Other,Below/Equal Average
06065043807,Riverside,Other,Below/Equal Average
06065044200,Riverside,50+ Latino,Below/Equal Average
06065040604,Riverside,50+ Latino,Above Average
06065041813,Riverside,50+ Latino,Below/Equal Average
06065041806,Riverside,Other,Below/Equal Average
06065031402,Riverside,50+ Latino,Above Average
06065042512,Riverside,50+ Latino,Below/Equal Average
06065042408,Riverside,50+ Latino,Below/Equal Average
06065044701,Riverside,50+ NL White,Above Average
06065040807,Riverside,50+ Latino,Above Average
06065041001,Riverside,70+ Latino,Above Average
06065043314,Riverside,Other,Below/Equal Average
06065045502,Riverside,70+ Latino,Above Average
06065045703,Riverside,70+ Latino,Above Average
06065045110,Riverside,50+ Latino,Above Average
06065040605,Riverside,70+ Latino,Above Average
06065040204,Riverside,70+ Latino,Above Average
06065040606,Riverside,70+ Latino,Above Average
06065043309,Riverside,50+ Latino,Below/Equal Average
06065045120,Riverside,50+ Latino,Above Average
06065048902,Riverside,70+ Latino,Below/Equal Average
06065031601,Riverside,50+ Latino,Below/Equal Average
06065040814,Riverside,50+ Latino,Below/Equal Average
06065041912,Riverside,Other,Below/Equal Average
06065043010,Riverside,50+ Latino,Below/Equal Average
06065043262,Riverside,50+ NL White,Below/Equal Average
06065043278,Riverside,50+ NL White,Below/Equal Average
06065041301,Riverside,70+ Latino,Above Average
06065044919,Riverside,70+ NL White,Above Average
06065044929,Riverside,70+ NL White,Above Average
06065045212,Riverside,50+ NL White,Above Average
06065045216,Riverside,50+ NL White,Above Average
06065045707,Riverside,70+ Latino,Above Average
06065046900,Riverside,50+ Latino,Above Average
06065044917,Riverside,70+ NL White,Above Average
06065049800,Riverside,Other,Below/Equal Average
06065051100,Riverside,50+ Latino,Below/Equal Average
06065045306,Riverside,50+ Latino,Above Average
06065049102,Riverside,70+ NL White,Above Average
06065044934,Riverside,70+ Latino,Above Average
06065045126,Riverside,70+ Latino,Above Average
06065043521,Riverside,50+ Latino,Below/Equal Average
06065042629,Riverside,70+ Latino,Below/Equal Average
06065040622,Riverside,Other,Above Average
06065040619,Riverside,Other,Above Average
06065042908,Riverside,70+ Latino,Below/Equal Average
06065042628,Riverside,70+ Latino,Below/Equal Average
06065042627,Riverside,70+ Latino,Below/Equal Average
06065042018,Riverside,Other,Below/Equal Average
06065043204,Riverside,Other,Below/Equal Average
06065042751,Riverside,50+ Latino,Below/Equal Average
06065045303,Riverside,70+ Latino,Above Average
06065042738,Riverside,Other,Below/Equal Average
06065043820,Riverside,Other,Below/Equal Average
06065046800,Riverside,50+ Latino,Below/Equal Average
06065030501,Riverside,70+ Latino,Above Average
06065040808,Riverside,50+ Latino,Below/Equal Average
06065042005,Riverside,Other,Below/Equal Average
06065031002,Riverside,70+ Latino,Above Average
06065042518,Riverside,50+ Latino,Below/Equal Average
06065044805,Riverside,70+ NL White,Below/Equal Average
06065045302,Riverside,70+ Latino,Above Average
06065041408,Riverside,50+ Latino,Below/Equal Average
06065031401,Riverside,50+ Latino,Above Average
06065044602,Riverside,50+ NL White,Above Average
06065040701,Riverside,50+ NL White,Above Average
06065045213,Riverside,50+ Latino,Above Average
06065048200,Riverside,Other,Below/Equal Average
06065048901,Riverside,50+ Latino,Below/Equal Average
06065040611,Riverside,Other,Above Average
06065041407,Riverside,50+ Latino,Below/Equal Average
06065043211,Riverside,Other,Below/Equal Average
06065043294,Riverside,50+ NL White,Below/Equal Average
06065043209,Riverside,50+ NL White,Below/Equal Average
06065043228,Riverside,Other,Below/Equal Average
06065045224,Riverside,50+ Latino,Above Average
06065042801,Riverside,70+ Latino,Below/Equal Average
06065042632,Riverside,70+ Latino,Below/Equal Average
06065043306,Riverside,50+ Latino,Below/Equal Average
06065042520,Riverside,70+ Latino,Below/Equal Average
06065045501,Riverside,70+ Latino,Above Average
06065042016,Riverside,50+ NL White,Below/Equal Average
06065045708,Riverside,70+ Latino,Above Average
06065044921,Riverside,70+ NL White,Above Average
06065045226,Riverside,70+ Latino,Above Average
06065042631,Riverside,70+ Latino,Below/Equal Average
06065042523,Riverside,50+ Latino,Below/Equal Average
06065042746,Riverside,70+ Latino,Below/Equal Average
06065042743,Riverside,Other,Below/Equal Average
06065031001,Riverside,Other,Above Average
06065041905,Riverside,50+ Latino,Below/Equal Average
06065042508,Riverside,70+ Latino,Below/Equal Average
06065044907,Riverside,70+ Latino,Above Average
06065040903,Riverside,50+ Latino,Above Average
06065043003,Riverside,70+ Latino,Below/Equal Average
06065042017,Riverside,Other,Below/Equal Average
06065042741,Riverside,50+ NL White,Below/Equal Average
06065044507,Riverside,50+ Latino,Above Average
06065941100,Riverside,70+ NL White,Above Average
06065040821,Riverside,Other,Below/Equal Average
06065041412,Riverside,50+ Latino,Below/Equal Average
06065031703,Riverside,50+ Latino,Below/Equal Average
06065042519,Riverside,50+ Latino,Below/Equal Average
06065042515,Riverside,50+ Latino,Below/Equal Average
06065044000,Riverside,50+ Latino,Below/Equal Average
06065042708,Riverside,Other,Below/Equal Average
06065042622,Riverside,Other,Below/Equal Average
06065041808,Riverside,Other,Below/Equal Average
06065046601,Riverside,Other,Above Average
06065941300,Riverside,50+ NL White,Above Average
06065049101,Riverside,50+ Latino,Above Average
06065040621,Riverside,Other,Above Average
06065050301,Riverside,Other,Below/Equal Average
06065046102,Riverside,70+ Latino,Above Average
06065043703,Riverside,50+ Latino,Below/Equal Average
06065040303,Riverside,50+ Latino,Above Average
06065040302,Riverside,50+ Latino,Above Average
06065040501,Riverside,70+ Latino,Above Average
06065041102,Riverside,70+ Latino,Above Average
06065043311,Riverside,Other,Below/Equal Average
06065046200,Riverside,50+ Latino,Above Average
06065031100,Riverside,Other,Above Average
06065042206,Riverside,Other,Above Average
06065042719,Riverside,70+ Latino,Below/Equal Average
